file,text
TTS_13_22,aha uba ubivanze cyane ni aha bipfira ntahandi ariko ndibwira ko bizagenda bikosoka
TTS_13_23,aha urukiko rwanzuye ko ibimenyetso byose byemewe mu rukiko byaba ibishinja cyangwa ibishinjura
TTS_13_24,ahabu yubatse ibicaniro byinshi by'abapagani ku tununga twinshi
TTS_13_25,ahamya ko azagaruka afite ingamba nshya zo gutsinda ibitego kurusha guha imipira bagenzi be
TTS_13_26,ahamya ko umurwayi w'impyiko yakira ari uko abonye impyiko yindi
TTS_13_28,ahandi nko muri kenya usanga habaho n'amahugurwa y'abayobozi bakuru ngo bumve ko bagomba guha agaciro abamenyekanishabikorwa
TTS_13_31,ahashyinguye umurambo we hararinzwe bikomeye ku buryo byateye abantu urujijo
TTS_13_32,ahenshi mu bice byo mu cyaro uhasanga abana basa nabi
TTS_13_33,aherutse gutangaza ko yambitswe impeta y'urukundo n'umwe mu bashinze sinapucati
TTS_13_34,ahita ahindukira ankubita inkoni mu mutwe maze nkomereka ahantu nsanganywe inkozu ikomeye
TTS_13_35,ahamed yaravuze ati ari umuto n'umukuru twese yaduteye isoni
TTS_13_36,aho bashinja uyu munyamakuru gukora ibikorwa bibi byo kugenzura ibikorerwa muri palestine
TTS_13_37,aho bavoma naho ni kure kubera ko bakora urugendo rw'ibirometero bibiri n'igice
TTS_13_38,aho muri afurika y'epfo kandi ni na ho koloneli karegeya yahotorewe
TTS_13_39,aho ngenda inkoni yanjye na yo imfasha kumenya ibiri mu nzira nyuramo
TTS_13_40,aho ngo ni na ho hazamenyekanira ibyifuzo byabo n'izindi ntege nke bafite
TTS_13_41,aho ni ho abarobyi bahera bavuga ko abayobozi babo babigenderaho kugira ngo babapyinagaze
TTS_13_42,aho ni nko gusiba mu itegekonshinga umubare wa manda umukuru w'igihugu ashobora kukiyobora
TTS_13_43,aho niho uzasanga yaracecetse cyane adashaka ko muhura kandi ntacyo mwapfuye bikakuyobera
TTS_13_44,aho nsubiriye mu rugo sinabashaga no kujya ku kazi kuko nahoraga ntekereza ukuntu niyiciye umwana
TTS_13_45,aho uruganda rwa bralirwa rukorera ibinyobwa bisembuye ni ku nkengero z'iki kiyaga
TTS_13_46,aho yanyuze yigisha no muri bagenzi be babyirukanye azwiho ko inkwakuzi'
TTS_13_47,ahobantegeye avuga ko we n'umuryango we batunzwe n'amafaranga akura mu gutashya inkwi
TTS_13_48,ahubwo ndatangaye kuko ikiganiro nagiranye na perezida nkurunziza ndumva ari amahoro gusa
TTS_13_49,ahubwo umutoza ni we wagize icyo atangaza kuri ayo makuru adafitiwe gihamya
TTS_13_50,aka kagali niko katarabona umuriro w'amashanyarazi mu tugali turindwi tugize umurenge wa shangi
TTS_13_51,aka gakoresho gakozwa ku mubiri w'upimwa kanseri kakahashyira agatonyanga gato k'amazi
TTS_13_52,aka karere kabashyize mu cyiciro cya mbere cy'ubudehe kanabahaye ingurube
TTS_13_53,aka kuma gafite ubushobozi bwo kugaragaza indwara ya kanseri mu gihe umurwayi arimo abagwa
TTS_13_54,aka kuma kameze nk'agapesu kari mu twabaye inshoberamahanga ku bantu batandukanye ku isi
TTS_13_55,akaba ari aho mpera ngira nti ugirwa mubi ntuvuka uri mubi
TTS_13_56,akaba yaragize ati ibi byaha bicecekwa ntibishyikirizwe ubutabera ni byo biviramo bamwe kwiyahura
TTS_13_57,akamanzi yavuze ko uwo mwanya afurika y'epfo iwukwiye kuko imaze igihe kinini ibikora
TTS_13_58,akandi kabwana kati have wowe wakongeje nabi reka nkwereke na ko karafatisha biranga
TTS_13_59,akangutse yasanze uruhinja yari ahetse rwapfiriye iruhande rwe
TTS_13_60,akarere niko kamwishingira mu bijyanye no kwishyurwa nta mpamvu yo gusigara inyuma
TTS_13_61,akavuga ko bombi ari intwari kuko kuba baratanze umusanzu wabo muri politiki atari icyaha
TTS_13_62,akazi tugira nk'abayobozi gatuma tugira intege nke mu mibanire n'abandi
TTS_13_63,akazuba na mukuru we bigeze kuba ba nyampinga ba kaminuza y'u rwanda
TTS_13_64,akenshi nta n'icyo mbona kinkwira kuko ndi munini birenze urugero
TTS_13_65,akenshi ibi bihumyo bikora uburozi kuko biba byifitemo bumwe muri ubwo butare
TTS_13_66,akenshi iyo yasamye mbere y'imyaka ibiri ujya kumubyaza ugasanga nyababyeyi yarafungutse bikaba ngombwa ko yongera kubagwa
TTS_13_67,akica umugabo agasenyera umupfakazi n'imfumbyi akababoha akabasahura nyuma y'ibyo byose akumva ashaka ubudahangarwa
TTS_13_68,akigera mu rwanda yabanje kujya gusura ikigo kirererwamo abana bafite ubumuga bwo kutabona
TTS_13_69,akigisha muri kaminuza yamushimiye ko adatezuka ku mahame ngenderwaho y'ishyaka
TTS_13_70,akimara kuba umuyisilamu rutanga yavuze ko yifuza kwitwa izina risobanura umuntu ugwa neza
TTS_13_71,akimara kuzuka yagiye mu ijuru yicara iburyo bwa yehova ategereje guhabwa ubwami
TTS_13_72,akiri ingimbi yagiye ku rugamba ari umusirikare wo hasi nta peti afite agaruka ari kapiteni
TTS_13_73,akiva mu buraya yatangiye gucuruza ibisheke nyuma yihuza na bagenzi be batangira ikimina
TTS_13_74,ako kanya mbona ikindi gitero kigeze ku bitaro baririmba birukankana n'imbwa bitwaje n'imihoro
TTS_13_75,ako kuma gakoreshwa mu gusiramura kadaciye umuntu igisebe
TTS_13_76,akomeza agira ati abaganga bambwiye ko iki ikibazo cyo mu mazuru kidakira
TTS_13_77,akomeza agira ati ba basirikare babiri bahise baza bankankamira mu rurimi rw'igiswahili
TTS_13_78,akomeza agira ati icyo nshyize imbere ni ukwerekana isura y'u rwanda
TTS_13_79,akomeza agira ati mu muco wa kinyarwanda umubyeyi arengera abana kandi ashobora no kubapfira
TTS_13_80,akomeza agira ati naricaye ndeba uko babyina nsaba fanta icyo gihe nanyoye oranje
TTS_13_81,akomeza ashima ko banki y'isi ari umufatanyabikorwa ukomeye wa leta y'u rwanda
TTS_13_82,akomeza atangaza ko ikoranabuhanga rifite uruhare rukomeye mu iterambere ry'igihugu n'imibereho myiza y'abaturage
TTS_13_83,akomeza agira ati ababyeyi baramfasha kandi mbona bigenda neza n'amafaranga araboneka
TTS_13_85,akomeza avuga ko abavoka bigenga bunganira umuntu ari uko abishyuye
TTS_13_86,akomeza avuga ko ari ubwa mbere bamutoye bakaba bazajya bamutora rimwe mu gihembwe
TTS_13_87,akomeza avuga ko ariko aramutse ashatse kujya koga bitamubuza kwambara utwo twenda twabigenewe
TTS_13_88,akomeza avuga ko hari uburyo butandukanye abantu bakoresha birinda iyi mpumuro
TTS_13_89,akomeza avuga ko impamvu atagiyeyo byatewe n'akazi
TTS_13_90,akomeza avuga ko iyo ukekwaho gukora icyaha yikomerekeje aba ashaka uburyo ahunga icyaha
TTS_13_91,akomeza avuga ko mu karere haba impanuka zihitana abantu zitewe n'ubumenyi buke
TTS_13_92,akomeza avuga ko mu rwanda hari abatarya inyama benshi ariko ngo ntawamenya umubare wabo
TTS_13_94,akomeza avuga ko narangiza kwiga azakomeza umuziki nk'ibisanzwe cyane ko azajya afashwa n'umugabo we
TTS_13_95,akomeza avuga ko umwenda ukomoka ku ifumbire na wo ukwiye kwishyuzwa abo bayobozi ba koperative
TTS_13_97,akomeza yizeza abatuye umurenge wa remera ko hagiye gukorwa ubuvugizi bakabona amazi meza
TTS_13_98,akora ibintu kuko abikunze niyo atabikuramo indi nyungu azi gukunda kandi ashimishwa no gukina
TTS_13_99,akora ifu y'isambaza zo mu kiyaga cya kivu akayigurisha mu gihugu hose
TTS_13_100,akunda kubana n'abafite icyo bamwungura inshuti zitagira icyo zimugezaho ntajya aziha umwanya
TTS_13_101,akunda kurya ibintu biryohera niyo mpamvu bafite ubwoba bw'uko yaba arwaye diabette
TTS_13_102,akunda kwigaragaza ariko akabikora ajijisha kugira ngo abantu batamufata nk'uwishyira imbere bakabimwangire
TTS_13_103,akwiye kwitabaza abandi bantu bo mu muryango n'inshuti z'inkoramutima bakamufasha kugira inama uyu mwana
TTS_13_104,yarahiye ko atazigera amukora mu ntoki
TTS_13_105,ali kiba ntiyigeze ashaka kugaragara mu itangazamakuru
TTS_13_106,aliyasi wasimbuye mohamedi nawe yishwe ari muri kajugujugu
TTS_13_107,alisiya ni umuririmbyikazi wo muri leta zunze ubumwe za amerika
TTS_13_108,ala yaravuze ati ni jye wabaremye muri abanyantegenke muri impinja
TTS_13_109,aliyoni ati ibyo bintu mbabwije ukuri ko nta kintu nakimwe nshobora kubitangazaho
TTS_13_110,alubumu ya mbere ya brown yise yerekanywe mu gushyingo
TTS_13_111,alubumu ya mbere ya senderi yise nsomyaho yayimurikiye mu karere ka ngoma maze agaburira abakunzi be imineke
TTS_13_112,alubumu ye ya kabiri izasohoka mu mpera z'uyu mwaka
TTS_13_113,alubumu yitwa hejuru mu kirere yakozwe nyuma y'urugendo bakoze bari mu ndege
TTS_13_114,amabwiriza rusange ya banki nkuru y u rwanda agenga abatanga iyo serivisi bose
TTS_13_115,amadini n'amatorero mu rwanda agira akamaro mu gihe ubutumwa bwayo bwatanzwe neza bukanakurikizwa n'ababwumva
TTS_13_116,amadubu yumukara n'umweru atuye mumisozi yo mubushinwa na tibeti yitwa panda
TTS_13_117,amaduka ya eyatele agaragaramo ibicuruzwa bitandukanye birimo amatelefone y'ubwoko butandukanye burimo na apo
TTS_13_118,amafoto yabo menshi yakuwe ku nkuta nkoranyambaga zabo by'umwihariko kuri fasibuki
TTS_13_119,amafoto yakwirakwijwe ku mbuga nkoranyambaga agaragaza umugabo wambyaye ipantaro y'ikoboyi n'agakoti k'ikigina
TTS_13_120,amafoto ye yambaye imyenda yera yatumye hari abagirango yashyingiwe mu ibanga
TTS_13_121,amafoto y'aya makarita yamaze gukorwa ariko ntibyari byemezwa ko ashyirwa mu itangazamakuru
TTS_13_122,amafoto y'ubwambure ku mbuga nkoranyambaga amenyerewe ku bagore b'ibyamamare
TTS_13_123,amafumbire mvaruganda agira ingaruka zirimo no gutera indwara nka kanseri no kwangiza ibidukikije
TTS_13_124,amagambo yezu yabwiye natanayeli agaragaza itegeko ry'imana rigenga abana bizera
TTS_13_125,amagambo ye yabahinduriye imyumvire kuko batangazwaga n'ibibazo n'ibisubizo bye
TTS_13_126,amagana y'abaturage mu gihugu cya aligeriya bishwe n'ingabo z'abafaransa mu bwicanyi bwahabereye
TTS_13_127,amagufa ye aroroshye cyane akavunika byoroheje cyangwa se akigonda bigatuma agenda yitega nk'uko ikinyamakuru medicalnewstoday kibitangaza
TTS_13_128,amahitamo n'ibitekerezo bya faransisi biba byihariye kandi abantu barabimukundira
TTS_13_129,amahoteli n'utubari two muri uwo mugi tubamo inzoga kandi abawusura bemerewe kuzinywa
TTS_13_130,amajwi y'amatora yatangiye kubarwa kandi hari hategerejwe ko n'utwo duce tune dutora kuri uyu wa gatandatu
TTS_13_131,amajyaruguru y'iyo ntara ayoborwa n'akarere ka puntilandi mu gihe amajyepfo ayobowe n'akarere ka galimudage
TTS_13_132,amakara yifashishwa n'ingo zitari nke mu rwanda mu guteka
TTS_13_133,amakimbirane yavutse atyo nta kwibaza niba hazatsinda ingabo cyangwa abatabazi n'abacengezi
TTS_13_134,amakimbirane yo mu miryango ni ikibazo ubuyobozi bw'akarere ka burera bwemeza ko kibuhangayikishije
TTS_13_135,amakipe yose yakinnye muri iki gikombe kuva mu manjojora kugeza ku mikino ya nyuma azabona amafaranga
TTS_13_136,amakoraniro nk'ayo aracyaba mu duce tumwe na tumwe two mu giturage
TTS_13_137,amakuru agera ku kinyamakuru umuryango avuga ko umurambo we wajyanywe ku bitaro muri iki gitondo gusuzumwa
TTS_13_140,amakuru ahari avuga ko byishwe n'uko amasezerano bagiranye n'abateguye iki gitaramo atigeze yubahirizwa
TTS_13_141,amakuru aturuka mu murenge wa burega avuga ko abibye kuri iyo sako bishe uwayirindaga bakanamukuramo amaso
TTS_13_142,amakuru avuga ko bashakanye bakabyarana abana batatu
TTS_13_143,amakuru avugwa binyamakuru bitandukanye ahamya y'uko mbere yo gutwikwa urugo rw'umukuru w'igihugu rwabanje gusahurwa
TTS_13_144,amakuru dukesha icyo kinyamakuru avuga ko uyu mugore yahawe uyu mwanya kubera ko ari nyina wa iyivi
TTS_13_145,amakuru y'itoroka rye akimenyekana bahise batangira kumuhiga ndetse n'ingendo z'indege kuri icyo kibuga zirahagarikwa
TTS_13_146,amakuru y'urupfu rwa mugabo yamenywe bwa mbere na nyirasenge witwa mukaminega dansila
TTS_13_147,amama mbabazi yagaragaye inshuro nyinshi mu binyamakuru atabwa muri yombi kandi akurikiranyweho ibyaha bikomeye
TTS_13_148,amarira yamushokaga ku matama agira ati kuva namenya ko ntwite naheze mu nzu
TTS_13_149,amarira y'umunyabyaha wihannye ni nk'ibitonyanga by'imvura ibanziriza imirasire y'izuba ry'ubutungane
TTS_13_150,amasengesho ya papa faransisi yibanze ku gusabira isi kuva mu icuraburindi binyujijwe mu guharanira amahoro n'urukundo
TTS_13_151,amashuri y imyuga aracyari make kandi bigaragara ko akenewe na benshi
TTS_13_152,amashusho y'iyi ndirimbo nshya yafashwe anatunganywa na kayihura
TTS_13_153,amashyirahamwe aharanira uburenganzira bwa muntu muri uganda yari yateguye gukorera imyigaragambyo aho icyo kinyamakuru gikorera
TTS_13_154,amashyirahamwe aharanira uburenganzira bwa muntu yavuze ko polisi yakoresheje ingufu z'umurengera mu guhagarika iyo myigaragambyo
TTS_13_155,amasomo yarakomeje dushyiramo imbaraga nyinshi kuko twagombaga gukora ikizamini cya leta
TTS_13_156,amatara maremare y'ibara ryera cyangwa ry'umuhondo agomba kwatswa nijoro igihe hariho igihu
TTS_13_157,amategeko mpuzamahanga yemera ko hari ibitekerezo bishobora kuburizwamo mu gihe bifite ingaruka ku baturage
TTS_13_159,amategeko nshinjabyaha y u rwanda ntavuga igihe ntarengwa uwo mwanzuro ugomba kuba wafashwe
TTS_13_160,amategeko ya suwede avuga ko mu gihe umunyabyaha ari umukene adashobora kwishyura impozamarira azisonerwa
TTS_13_161,amategeko yanjye yose muyakurikize kugira ngo mutazirukanwa mu gihugu mbatujemo
TTS_13_162,amatora yatumye abadashaka manda ya gatatu ya perezida nkurunziza bigaragambya abandi barahunga
TTS_13_163,amavubi yabonye uburyo bukomeye ku mupira sugira yateresheje umutwe ugakubita ku mutambiko w'izamu
TTS_13_164,amavubi yari arimo agerageza kwishyura ngo nibura atahane inota rimwe ntibyayakundira
TTS_13_165,amayaga ni igice cy'epfo cya kamonyi muhanga ruhango nyanza na gisagara ni igice cyose gikora ku ruzi rw'akanyaru
TTS_13_166,amaze gukanga alegisi yahise ajya mu izamu nk'ugiye gukora akazi
TTS_13_167,amaze kubyuka mbere gato yuko alegisi ahagera yakinaga n'igipupe mugihe karumene yateguraga ifunguro rya nimugoroba
TTS_13_168,amaze kumbaza gutyo ambwira ko ngenda nkabegera aho gukomeza kwicwa n'umuyaga
TTS_13_169,amaze kuvuga ibi yahawe amashyi n'abari muri iki gitaramo nk'uko iki kinyamakuru cyabyanditse
TTS_13_170,amazi y'ubugingo ni yo mibereho y'umwuka kristu aha buri wese ufite inyota maze akadudubiza mu mutima we
TTS_13_171,amazuru y'izi mbwa ahumurirwa kubi asanzwe afasha mu gutahura abarwaye indwara nka kanseri
TTS_13_172,ambara neza ingofero yawe ku buryo ka kantu gatendera kaba kari inyuma neza
TTS_13_173,ambasaderi ngarambe yahagarariye u rwanda mu busuwisi no mu bushinwa
TTS_13_174,ambasaderi yatangaje ko yishimiye intambwe akarere kateye anemerera impunzi kuzazifasha mu mibereho yazo no kuzazivugira
TTS_13_175,ambasaderi yavuze ko yitabiriye iyo myigaragambyo mu rwego rwo kugaragaza ibirimo bibera muri icyo gihugu
TTS_13_176,ambasaderi yemeje ko uruzinduko rwa kagame mu bushinwa rwazanye impinduka mu mibanire y'ibihugu byombi
TTS_13_177,ambasaderi habineza yashimye abagize uruhare mu itegurwa ry'uyu muhango barimo umuyobozi w'umujyi wa kigali
TTS_13_178,ambasaderi kimonyo uhagarariye u rwanda muri kenya yashimiye ubuyobozi bw'umujyi wa nayirobi
TTS_13_179,ambasaderi mukantabana ati uko babyitwayemo bitandukanye n'uko indi guverinoma iyo ariyo yose iri mu kibazo nk'icyo yabigenza
TTS_13_180,ambasaderi w'u rwanda muri senegali harebamungu yaburiye abakoze jenoside n'abayipfobya bakihishe hirya no hino
TTS_13_181,ameze neza kuva aho abantu benshi bamumenyeye kandi bakarushaho kumwitaho
TTS_13_182,amina sifa ni umucuruzi ukomeye ujya kwirangurira ibicuruzwa mu mahanga bigacururizwa mu rwanda
TTS_13_183,amwe mu mafoto yagaragaye n'ayo mu gihe cyo gusoza amahugurwa
TTS_13_184,anavuga kandi ko akanama nkemurampaka kari kazi neza ko uyu mukobwa ari we ugomba gutsinda
TTS_13_185,anavuga ko ibyo biganiro byateguwe hagamijwe gutsura umubano hagati ya mali n'ibindi bihugu
TTS_13_186,angaragariza ko anshyigikiye mu muziki wanjye kuko akenshi ajya anancurangira mu bitaramo bitandukanye nkora
TTS_13_187,ibyo byikuremo kuko ubigendeyeho ntiwazigera wubaka urugo
TTS_13_188,ankunda yavuze ko radiyo zafunzwe zizongera gukora igihe zizubahiriza amabwiriza yose agenga itangazamakuru ry'amajwi n'amashusho
TTS_13_189,anonsiyata nyiramisago ati aho batwakiriraga mbere hari hato kandi nta n'ahantu ho gukorera inama hahari
TTS_13_190,arabasaba guha abana babo indyo yuzuye irimo imboga n'ibindi birimo intungamubiri
TTS_13_191,arabasubiza ati ufite imyenda ibiri umwe nawuhe utawufite n'ufite ibyo kurya nawe nagire atyo
TTS_13_192,arabiya sawudite ivuga ko kashogi yishwe biturutse ku gikorwa kibi kitari giteganyijwe
TTS_13_193,arabifashwamo n'itsinda ry'abaganga b'abakorerabushake baza mu rwanda buri mwaka kuvura abarwayi b'umutima
TTS_13_194,aracyari muto cyane ugereranyije na bakuru be barwanira intebe yo mu rugwiro
TTS_13_195,agira ati ndavugira data umbyara ngenzi n'abandi barenganye nkawe
TTS_13_197,agira ati yari arimo asenya ku ruhande rumwe kugira ngo ahasane kuko nubundi hari hatangiye gusenyuka
TTS_13_198,arakomeza ati ni kwa kundi tuba tuvuga ko tutiteguye mbere
TTS_13_199,arakora nanjye ngakora amafaranga nkorera ndayahahisha ariko aye simenya icyo ayakoresha
TTS_13_200,arambwira ngo yezu kristu yabatirijwe mu ruzi rwitwa yorodani kandi yari amazi menshi
TTS_13_201,aransubiza ati ndatekereza ukuntu mama kamere akora cyane mu gihe cy'impeshyi
TTS_13_202,ararinzwe kugira ngo nakira azakurikiranwe n'ubutabera kubera cyaha ashinjwa cyo kwica
TTS_13_203,arasaba ko n'abandi baterankunga baza gufasha abashegeshwe na kiriya kiza kuko abakeneye ubufasha bakiri benshi
TTS_13_204,arashaka ko ari wowe ujya kumuhitiramo imyenda myiza agura
TTS_13_205,arashinjwa gushishikariza abasirikare basanzwe kurwanya ubuyobozi bw'umutwe w'ingabo udasanzwe special force command
TTS_13_206,arashinjwa kutubahiriza itegeko rikumira ubugizi bwa nabi bwo ku mbuga nkoranyambaga
TTS_13_209,areruya yozefu yegukanye igihembo anandika amateka ku rwego mpuzamahanga
TTS_13_210,areruya yozefu yegukanye iri sigamwa nyuma yo kwegukana uduce tubiri mu duce umunani twakinwe
TTS_13_211,ari mu bacamanza batatu bateganyijwe kuzaca urwo rubanza mu mpera z'iki cyumweru
TTS_13_212,aribaza niba n'ubu ubushinjacyaha bwivuguruza bukavuga ko butazi aho aherereye
TTS_13_213,ariko rwasa siko abibona aravuga ati twebwe ku bwacu twakurikije uko amategeko abiteganya
TTS_13_214,ariko nka perezida w'agateganyo yakoraga icyo yumva gifite akamaro nta muntu wari umukuriye yagombaga kubanza kubimenyesha
TTS_13_215,ariko reka abanyarwanda tumenye ko ibi atari byo byaha byo kwirinda byonyine
TTS_13_216,ariko imvugo yarahindutse icyiswe kibi kuri umwe kiba akataraboneka ku wundi
TTS_13_217,ariko ubushinwa bwahaye amerika igisubizo gikomeye ntekereza ko igihugu cyanjye gishobora kubyifatamo neza
TTS_13_218,ariko aho nakuze nsengera bibiliya ni iy'umwigisha gusa umukirisitu ntayisomera atega amatwi
TTS_13_219,ariko bavuga ko kuva ku wa mbere nimugoroba iyo radio itongeye kwumvikana neza
TTS_13_220,ariko biragaragara ko muri iyi minsi aho kubagabanuka biyongera
TTS_13_221,ariko cya gikombe cyanjye cya feza ugishyire mu mufuka
TTS_13_222,ariko ibihugu byo mu majyepfo n'amajyaruguru ya afurika byagiye bigenda biguru ntege
TTS_13_223,ariko icyo cyorezo cyamaze igihe kitarenga amezi atatu
TTS_13_224,ariko jyeweho ndababwira y'uko umuntu wese usenda umugore we atamuhora gusambana aba amuteye gusambana
TTS_13_225,ariko kandi ndanenga itsinda mbamo nubwo mbere nari nabashimiye ko bakoze ibyo bashoboye byose ngo rizamuke
TTS_13_226,ariko marayika yagombaga kubategurira kubasha kumenya umukiza wabo waranzwe n'ubukene no kwicisha bugufi
TTS_13_228,ariko na none umugaragu mwiza ni uwahagararaga kuri shebuja kugeza igihe nawe abuze amagara ye
TTS_13_229,ariko ngo gutera abarwayi ba kanseri ubu bumara bishobora kubagiraho izindi ngaruka mbi
TTS_13_230,ariko ni igitekerezo icyiza birerekana aho abantu bageze bashakisha ibisubizo bishingiye ku ikoranabuhanga
TTS_13_231,ariko ni na bwo inkotanyi muri uganda zari zirimo zisuganya ngo zitere u rwanda
TTS_13_232,ariko nihakenerwa ko n'imashini zitangwa tuzazibaha ariko icyo kintu gikemuke burundu
TTS_13_233,ariko se ko impunzi zikomeje kwitwara nabi zirabiterwa niki abazishinzwe bazegere bumve ibibazo zifite
TTS_13_234,ariko se ko nduzi igikomye cyose ari ugufungwa gereza ntizizababana nto
TTS_13_235,ariko twe nk'abakinnyi iyo twicaye tuganira tuba tuzi agaciro k'uyu mukino
TTS_13_236,ariko ubwo buryo bwombi ni ubw'igihe gito ikintu kirambye ni ugushishikara
TTS_13_237,ariko umushinjacyaha yarabihakanye avuga ko ubwo butumwa ari bwo bwateje imyigaragambyo
TTS_13_240,aririmba yagize ati imana yatuzaniye umugambi mushya nshuti  kuko ubu untwitiye umwana
TTS_13_241,aririmba yanyuzagamo agasaba abakunzi be bakunda iyo njyana gushyira amaboko hejuru bakamushyigikira
TTS_13_242,arongera ati hari indi mishinga dufitanye byose tuzagenda tubibagezaho uko iminsi ihita
TTS_14_1,arisenali yahise ijya ku mwanya wa gatatu ku rutonde rwa shampiyona
TTS_14_2,asanga imana iri mu gutongera umwana imubwira iti mwana wanjye uravutse ariko uzicwa n'ihembe ry'inzovu
TTS_14_3,asanga itangazamakuru ryo mu rwanda ridahabwa ubushobozi ku bijyanye n'igihembo kigenerwa abarikora
TTS_14_4,ashinjwa ibikorwa by'icengezamatwara bigandisha rubanda mu gace avukamo
TTS_14_5,ashinjwa ibyaha by'iy'icarubozo ubwicanyi ubucakara gushyira abana mu gisirikare no kurya abantu
TTS_14_6,ashinjwa kwitabira no kugira uruhare mu gutegura jenoside no kurimbura abatutsi bo muri butare
TTS_14_7,ashinjwa uko gutanya abashakanye gutera inda abangavu gukubita no gukomeretsa n'ikoreshwa ry'ibiyobyabwenge
TTS_14_9,ashobora kuguhamagara saa munani z'ijoro ashaka ko muganira cyangwa akubaza ibibazo byerekeye imibereho y'igihugu
TTS_14_10,ashobora no gutekereza ko ubwo uri umukobwa utazi kwifatira icyemezo kuko witwaza abandi
TTS_14_11,asimbuye kuri uyu mwanya habyarimana wagizwe ambasaderi w'u rwanda muri kongo burazavile
TTS_14_12,asobanura ko ikinyarwanda kidakomeye ahubwo biterwa n'ubunebwe bwo gushaka amagambo yabugenewe ngo bayakoreshe
TTS_14_13,asohoye indirimbo yise imfubyi yakoranye na beni nibwo yongereye umubare w'abakunzi
TTS_14_14,atariye iminwa bella hadid yaramusubije ati ndifuza ko utumenya
TTS_14_15,ati biragoye guhangana n'umunaniro wo mu mutwe ariko nkunda kubitekerezaho nk'intangiriro nshya
TTS_14_16,ati niko tubaho iyo ubonye amahirwe yo kugerageza ahandi hisumbuyeho urayakoresha
TTS_14_17,ati sindagera ku rwego rwo kwibana ariko ndamutse mfashe inzu nakwibeshaho neza kubera ubuhanzi bwanjye
TTS_14_18,ati sinkunda gushyira imbere umushahara akenshi nshyira imbere guharanira ubuzima bwiza bw'abakinnyi
TTS_14_19,ati aho bigaragariye ko hakozwe amakosa yarakosowe uwatakambye ko yarenganijwe ahabwa andi mahirwe ubu aritegura gutangira akazi
TTS_14_20,ati ako kanya numvise kabebe ampamagaye arambaza n'umujinya mwinshi ngo ndi hehe
TTS_14_21,ati ibi byose byavuye muri ya misanzu y'umutekano abaturage bishyura buri kwezi
TTS_14_22,ati mujya mubona inzu zigwa zigahitana abantu biterwa ni uko ziba zarubakishijwe ibikoresho bitujuje ubuziranenge
TTS_14_23,ati ntabwo ari jye wiha akazi hari amakipe amwe nasabye ko nayatoza ntibaransubiza ubwo nihagira inyemerera muzambona
TTS_14_24,ati ubutumwa bwanjye nka ambasaderi ni ukureba niba twumva kimwe icyo diyasiporanyarwanda bisobanura
TTS_14_25,ati mwakoze kwifatanya n'abavandimwe bacu baturutse hirya no hino muri afurika kuko bitwongerera imbaraga
TTS_14_26,ati nari mfite inda y'amezi atanu nari narayihishe ariko bamwe mubo twasenganaga barabikekaga
TTS_14_27,ati nintakwicira hamwe na bo ejo nk'iki gihe imana zizabimpore ndetse bikabije
TTS_14_28,ati ikibazo cyatuzanye si icy'umutekano muke uterwa n'abajura ahubwo ni icy'abashaka kuturimbura
TTS_14_29,ati makuza ni umuntu washyize imbaraga mu gufasha abacitse ku icumu
TTS_14_30,ati icyo gihe nahise ntakaza ubwenge njya kwa muganga n'impapuro ndazifite
TTS_14_31,ati 'umushinga wa guverinoma wo guhindura gitega umurwa mukuru w'ubutegetsi ntacyawuzitira
TTS_14_32,ati dukurikiranira hafi umubano umaze imyaka ibiri hagati y'u rwanda na afurika y'epfo
TTS_14_33,ati hari igihe hakurwaho imbogamizi nk'enye hakavuka izindi nk'ebyiri
TTS_14_34,ati hari igihe umuntu akenera amata abayacuruza batashye cyangwa se ugasanga amafaranga ufite ntahwanye n'ibiciro byashyizweho
TTS_14_35,ati imana niyo nshyira imbere muri byose cyane cyane mu buhanzi
TTS_14_36,ati imyumvire nk'iyi yatumye nkomeza urugendo nkora ibishoboka byose ngo ngere aho nifuzaga
TTS_14_37,ati nagiye nitwaje koroshi ngo nzajye ndodera abanyeshuri inkweto maze nzabone itike intahana nibyo byatumye banyita korodoniye
TTS_14_38,ati nk'ubu jyewe nta cumbi ngira kandi nta n'imbaraga mfite ngo mbe nakwiyubakira
TTS_14_39,ati oya ntawe mfite ndacyategereje icyo imana izabimbwiraho
TTS_14_40,ati turifuza gukina umukino wa nyuma mu myaka ibiri
TTS_14_41,ati twajyanwe iyo bigwa tuba ariho dufungirwa nyuma tunajyanwa makenke
TTS_14_42,ati ubu ndishimye ntabwo nari nzi ko habaho banki umuntu abitsamo itamukata amafaranga buri kwezi
TTS_14_43,ati ubu twasubiye muri bya bihe bya cyera n'abanyamahanga barimo tubita abanyarwanda
TTS_14_44,ati wenda nshobora kujya njya gusura abandi bana baba mu bigo by'imfubyi ariko sinasubira kubayo
TTS_14_45,ati ibintu naririmbye byabaye ku mukobwa w'inshuti yanjye cyane
TTS_14_46,ati jye uko bamfata kose ntacyo byantwara kuko hari n'abanyangira gusa ko ndya cyane
TTS_14_47,ati tuvoma amazi y'uruzi rw'akagera tukaba ariyo tunywa tukanayakoresha byose
TTS_14_48,ati twakoze ku buryo duhora duhanga udushya tugenda umujyo umwe turazamuka
